antecedents,consequents,support,confidence,leverage,lift
frozenset({'lacrimation'}),frozenset({'diminished vision'}),0.013087934560327199,0.4414596944931364,0.012036193781117761,12.444068746830382
frozenset({'lacrimation'}),frozenset({'symptoms of eye'}),0.012148454109214602,0.4097707560270449,0.01114025323327476,12.049636534871924
frozenset({'lacrimation'}),frozenset({'itchiness of eye'}),0.012861163416955193,0.4338106403806315,0.012031784285280227,15.506977359053566
frozenset({'itchiness of eye'}),frozenset({'lacrimation'}),0.012861163416955193,0.45973462002412546,0.012031784285280227,15.506977359053566
frozenset({'itchiness of eye'}),frozenset({'pain in eye'}),0.01220717163740914,0.43635705669481306,0.011133568701053326,11.370285255407893
frozenset({'pain in eye'}),frozenset({'itchiness of eye'}),0.01220717163740914,0.31808589215996624,0.011133568701053326,11.370285255407895
frozenset({'itchiness of eye'}),frozenset({'diminished vision'}),0.010505038233884737,0.37551266586248494,0.009512604074979482,10.585123596987769
frozenset({'itchiness of eye'}),frozenset({'symptoms of eye'}),0.010760155770178245,0.3846320868516285,0.009808806342543613,11.31041387908493
frozenset({'pain in eye'}),frozenset({'eye redness'}),0.0120256197398881,0.31335514051563435,0.01108170389405903,12.740139698921602
frozenset({'lacrimation'}),frozenset({'eye redness'}),0.010271517949340947,0.3464611742208665,0.009542324615308842,14.086138023978027
frozenset({'pain in eye'}),frozenset({'symptoms of eye'}),0.014916951817881175,0.38869543807815415,0.013611870246007582,11.429899968985229
frozenset({'wheezing'}),frozenset({'cough'}),0.010290415544621947,0.5213897342953869,0.008344390808384072,5.287916105586483
frozenset({'skin swelling'}),frozenset({'abnormal appearing skin'}),0.02654302240039955,0.43075575027382257,0.022453385438665513,6.490312624019592
frozenset({'skin swelling'}),frozenset({'skin lesion'}),0.021437972018060702,0.347907995618839,0.018360628021187993,6.966387911083912
frozenset({'skin rash'}),frozenset({'skin lesion'}),0.014846760749694602,0.29523157654574494,0.01233530424858855,5.9116137361551155
"frozenset({'skin swelling', 'abnormal appearing skin'})",frozenset({'skin lesion'}),0.010707512469038314,0.40340215622457276,0.009381928846814765,8.07758355604712
"frozenset({'skin swelling', 'skin lesion'})",frozenset({'abnormal appearing skin'}),0.010707512469038314,0.4994648029215464,0.009284695070872706,7.525570380881739
frozenset({'skin swelling'}),frozenset({'skin growth'}),0.015676905113824267,0.25441401971522454,0.01310065466009334,6.085163455719514
frozenset({'skin rash'}),frozenset({'abnormal appearing skin'}),0.019607604932272368,0.3899021620968716,0.016270004278868593,5.874760634492325
frozenset({'skin swelling'}),frozenset({'skin rash'}),0.017614583544243993,0.28585980284775464,0.014515821738862858,5.684394171134901
frozenset({'skin rash'}),frozenset({'skin swelling'}),0.017614583544243993,0.35027042986941526,0.014515821738862858,5.684394171134901
frozenset({'skin rash'}),frozenset({'itching of skin'}),0.016436858409767358,0.32685106896968236,0.014329870084288108,7.801115084977356
frozenset({'skin swelling'}),frozenset({'itching of skin'}),0.016359918200409,0.26549835706462216,0.013778178133623484,6.336779759853393
frozenset({'temper problems'}),frozenset({'depressive or psychotic symptoms'}),0.011474889820270371,0.4200202574174263,0.009806459052400714,6.877654165370091
frozenset({'temper problems'}),frozenset({'hostile behavior'}),0.010337659532824449,0.3783937350230984,0.009451004908522919,11.659172861099139
frozenset({'temper problems'}),frozenset({'depression'}),0.01001167601422719,0.36646162207564414,0.008845087301582743,8.582010014079875
frozenset({'diminished hearing'}),frozenset({'ear pain'}),0.01013990969649112,0.4591827378587365,0.00919626062501241,10.745424335130995
frozenset({'pain in eye'}),frozenset({'foreign body sensation in eye'}),0.011605148244885838,0.30239879005311104,0.010748363889476574,13.54500484470489
frozenset({'ear pain'}),frozenset({'cough'}),0.01412527755843069,0.3305483606039547,0.009911807592981272,3.352409694208905
frozenset({'nasal congestion'}),frozenset({'ear pain'}),0.01270930774059001,0.19442064073840817,0.009915853841747943,4.549675133660958
frozenset({'ear pain'}),frozenset({'nasal congestion'}),0.01270930774059001,0.2974129761829553,0.009915853841747943,4.5496751336609575
frozenset({'ear pain'}),frozenset({'fever'}),0.01192505753642849,0.2790605850022111,0.008401810670053876,3.3846783914688494
frozenset({'ear pain'}),frozenset({'headache'}),0.00910796601132506,0.21313727967654306,0.004833468464493296,2.1307688006689443
frozenset({'sore throat'}),frozenset({'ear pain'}),0.01249940945014747,0.2199080945652303,0.010070505942927728,5.146111985508636
"frozenset({'nasal congestion', 'ear pain'})",frozenset({'cough'}),0.005503924625591393,0.4330625033189952,0.004250783983109588,4.39210447655025
frozenset({'nasal congestion'}),"frozenset({'ear pain', 'cough'})",0.005503924625591393,0.08419628937505808,0.004580553018906422,5.960682119467834
frozenset({'ear pain'}),"frozenset({'nasal congestion', 'cough'})",0.005503924625591393,0.12879840798534334,0.00417438281361373,4.139715333513605
"frozenset({'nasal congestion', 'ear pain'})",frozenset({'fever'}),0.004064332813649463,0.31979183261643035,0.003016473477293719,3.8787007689261417
frozenset({'ear pain'}),"frozenset({'nasal congestion', 'fever'})",0.004064332813649463,0.09511024069745404,0.003041457482219285,3.9734390778265585
frozenset({'nasal congestion'}),"frozenset({'fever', 'ear pain'})",0.004064332813649463,0.06217413300019617,0.0032847899344618883,5.213738618054257
frozenset({'ear pain'}),"frozenset({'fever', 'cough'})",0.005966240795858727,0.13961715838018826,0.004560472189177124,4.244112983816288
"frozenset({'sore throat', 'ear pain'})",frozenset({'fever'}),0.004591440739165941,0.36733261339092865,0.003560887135570359,4.455314816372961
frozenset({'sore throat'}),"frozenset({'fever', 'ear pain'})",0.004591440739165941,0.08077941508246553,0.003913629505527277,6.773922459971515
frozenset({'ear pain'}),"frozenset({'sore throat', 'fever'})",0.004591440739165941,0.1074451955271969,0.0036873615361449684,5.078582411611377
"frozenset({'nasal congestion', 'ear pain'})","frozenset({'fever', 'cough'})",0.0021259794691125553,0.16727736179703678,0.0017078856439748133,5.084933910258411
"frozenset({'sore throat', 'ear pain'})","frozenset({'fever', 'cough'})",0.0023858214042263124,0.19087473002159827,0.001974632532602342,5.802251881972458
frozenset({'ear pain'}),"frozenset({'sore throat', 'fever', 'cough'})",0.0023858214042263124,0.05583106955587845,0.001910925300709442,5.023880774253517
frozenset({'ear pain'}),"frozenset({'nasal congestion', 'headache'})",0.00252552862648228,0.0591003853686272,0.002157200062288551,6.856727585086044
frozenset({'ear pain'}),"frozenset({'fever', 'headache'})",0.0022636619490169875,0.052972392444247896,0.0017118180254962908,4.101996692425462
"frozenset({'sore throat', 'ear pain'})",frozenset({'headache'}),0.0031660221236847613,0.25329373650107995,0.0019157268654984537,2.5322195721012566
frozenset({'sore throat'}),"frozenset({'headache', 'ear pain'})",0.0031660221236847613,0.05570134295926001,0.002648332237559131,6.1156731250423695
frozenset({'ear pain'}),"frozenset({'sore throat', 'headache'})",0.0031660221236847613,0.07408869795944154,0.0026883284420043336,6.627724512803582
frozenset({'ear pain'}),"frozenset({'headache', 'cough'})",0.002900105961516397,0.06786594225788109,0.002361269334405642,5.382161893980339
"frozenset({'sore throat', 'ear pain'})",frozenset({'cough'}),0.005418210532709713,0.43347732181425486,0.004185765909547744,4.396311550947185
frozenset({'sore throat'}),"frozenset({'ear pain', 'cough'})",0.005418210532709713,0.09532517187741192,0.004615340460333031,6.748552124592906
frozenset({'ear pain'}),"frozenset({'sore throat', 'cough'})",0.005418210532709713,0.1267925958683429,0.004306850976477533,4.875299359533078
"frozenset({'sore throat', 'nasal congestion'})",frozenset({'ear pain'}),0.00481213765548334,0.22332195320575063,0.003891330665505014,5.226000353881554
"frozenset({'sore throat', 'ear pain'})",frozenset({'nasal congestion'}),0.00481213765548334,0.38498920086393085,0.0039950493017251254,5.889372469145859
"frozenset({'nasal congestion', 'ear pain'})",frozenset({'sore throat'}),0.00481213765548334,0.37863098082948327,0.004089750234539898,6.66143611581534
frozenset({'sore throat'}),"frozenset({'nasal congestion', 'ear pain'})",0.00481213765548334,0.08466224159017775,0.004089750234539898,6.66143611581534
frozenset({'nasal congestion'}),"frozenset({'sore throat', 'ear pain'})",0.00481213765548334,0.07361367789628008,0.0039950493017251254,5.889372469145859
frozenset({'ear pain'}),"frozenset({'sore throat', 'nasal congestion'})",0.00481213765548334,0.11260976688356812,0.003891330665505014,5.226000353881554
frozenset({'nasal congestion'}),frozenset({'difficulty breathing'}),0.007599532959430912,0.11625385878150263,0.005446955163541966,3.5304335917357856
frozenset({'facial pain'}),frozenset({'difficulty breathing'}),0.0021968454514163073,0.0667062874006066,0.0011123891278857726,2.025757426785341
frozenset({'sore throat'}),frozenset({'difficulty breathing'}),0.0052596057151727445,0.09253476139021813,0.0033879429108697066,2.810124613835714
frozenset({'nasal congestion'}),"frozenset({'difficulty breathing', 'fever'})",0.003535875059898628,0.05409005028031015,0.0029792667083320176,6.352536842012297
frozenset({'nasal congestion'}),"frozenset({'difficulty breathing', 'cough'})",0.00366883314098281,0.05612397658403626,0.0028592450582904105,4.531728195382507
"frozenset({'sore throat', 'nasal congestion'})",frozenset({'difficulty breathing'}),0.002689532756956677,0.12481598646913271,0.0019799779360418607,3.7904509668317248
frozenset({'coryza'}),frozenset({'ear pain'}),0.006896947363448001,0.2163392327885511,0.005534613320831526,5.06259635867415
frozenset({'ear pain'}),frozenset({'coryza'}),0.006896947363448001,0.16139680333564974,0.005534613320831526,5.06259635867415
frozenset({'coryza'}),frozenset({'difficulty breathing'}),0.006575688243670993,0.2062621729189601,0.005525901808342516,6.263834264169616
frozenset({'nasal congestion'}),frozenset({'coryza'}),0.015716725046737802,0.2404266082988323,0.013632708552238719,7.541555015626447
frozenset({'facial pain'}),frozenset({'coryza'}),0.002215743046697308,0.06728010492663333,0.0011658275128115048,2.1104012419901093
frozenset({'coryza'}),frozenset({'facial pain'}),0.002215743046697308,0.06950207468879668,0.0011658275128115048,2.1104012419901097
frozenset({'coryza'}),frozenset({'shortness of breath'}),0.0072978463490520834,0.22891438733169617,0.004539763253897733,2.645984945802974
frozenset({'coryza'}),frozenset({'vomiting'}),0.008116517173189711,0.25459395376407823,0.004517765789149955,2.255370351279606
frozenset({'coryza'}),frozenset({'chest tightness'}),0.0027219286345812497,0.08537979507155559,0.0015135876544293352,2.2526163386754
"frozenset({'coryza', 'ear pain'})",frozenset({'cough'}),0.0033995424082285527,0.49290537234563064,0.002719501824854246,4.999028721727602
frozenset({'ear pain'}),"frozenset({'coryza', 'cough'})",0.0033995424082285527,0.07955335144355297,0.002702714717406793,4.878598329264895
frozenset({'coryza'}),"frozenset({'cough', 'ear pain'})",0.0033995424082285527,0.10663477009060884,0.0029492251238467187,7.54921591094426
"frozenset({'sore throat', 'coryza'})",frozenset({'ear pain'}),0.00351562763638327,0.2426628156153918,0.002896526472889214,5.678599627469479
"frozenset({'sore throat', 'ear pain'})",frozenset({'coryza'}),0.00351562763638327,0.2812634989200864,0.003117143422768116,8.8225016607021
"frozenset({'coryza', 'ear pain'})",frozenset({'sore throat'}),0.00351562763638327,0.5097367648497896,0.003123610374707256,8.968042941151879
frozenset({'sore throat'}),"frozenset({'coryza', 'ear pain'})",0.00351562763638327,0.06185212011826591,0.003123610374707256,8.968042941151879
frozenset({'coryza'}),"frozenset({'sore throat', 'ear pain'})",0.00351562763638327,0.11027606063172156,0.003117143422768116,8.8225016607021
frozenset({'ear pain'}),"frozenset({'sore throat', 'coryza'})",0.00351562763638327,0.08226988438941184,0.002896526472889214,5.678599627469479
"frozenset({'coryza', 'nasal congestion'})",frozenset({'ear pain'}),0.0034015671505800886,0.21642976768153907,0.002729946504242341,5.064714983269726
"frozenset({'coryza', 'ear pain'})",frozenset({'nasal congestion'}),0.0034015671505800886,0.4931989431451218,0.002950712621041471,7.544711049173861
"frozenset({'nasal congestion', 'ear pain'})",frozenset({'coryza'}),0.0034015671505800886,0.26764377887525886,0.0029963913284101655,8.395286600180048
frozenset({'coryza'}),"frozenset({'nasal congestion', 'ear pain'})",0.0034015671505800886,0.10669828097213989,0.0029963913284101655,8.395286600180048
frozenset({'nasal congestion'}),"frozenset({'coryza', 'ear pain'})",0.0034015671505800886,0.05203547497857666,0.002950712621041471,7.544711049173861
frozenset({'ear pain'}),"frozenset({'coryza', 'nasal congestion'})",0.0034015671505800886,0.07960073283214353,0.002729946504242341,5.064714983269726
"frozenset({'coryza', 'ear pain'})",frozenset({'fever'}),0.0029190035567973976,0.42323123593306583,0.0023503627752021897,5.133299705674853
frozenset({'ear pain'}),"frozenset({'coryza', 'fever'})",0.0029190035567973976,0.068308168551393,0.002276685378647014,4.544482245859749
frozenset({'coryza'}),"frozenset({'fever', 'ear pain'})",0.0029190035567973976,0.09156152087390973,0.0025388298218964166,7.678077912346247
frozenset({'coryza'}),"frozenset({'difficulty breathing', 'cough'})",0.0032524111306836204,0.10201964603268693,0.0028575847095260567,8.237572149169004
"frozenset({'coryza', 'nasal congestion'})",frozenset({'difficulty breathing'}),0.0034758077034697334,0.2211534332460171,0.002958270724904778,6.716056721410661
frozenset({'coryza'}),"frozenset({'difficulty breathing', 'nasal congestion'})",0.0034758077034697334,0.10902701329494453,0.0032335327442199148,14.346541277861498
frozenset({'nasal congestion'}),"frozenset({'difficulty breathing', 'coryza'})",0.0034758077034697334,0.053171169868982106,0.0030459539329153987,8.086023530716895
frozenset({'coryza'}),"frozenset({'difficulty breathing', 'fever'})",0.003208541713067012,0.10064357693284783,0.002937090479861354,11.819956296297768
"frozenset({'sore throat', 'coryza'})",frozenset({'difficulty breathing'}),0.002289308685469774,0.158017329730737,0.001812242134094529,4.798719756961285
frozenset({'coryza'}),"frozenset({'sore throat', 'difficulty breathing'})",0.002289308685469774,0.07180963671775764,0.002121631175928581,13.653045609598353
frozenset({'coryza'}),"frozenset({'shortness of breath', 'difficulty breathing'})",0.00257817192762221,0.08087052248285206,0.0021171824958347,5.592692044208514
"frozenset({'coryza', 'nasal congestion'})",frozenset({'cough'}),0.008111117860252284,0.5160819341263366,0.006561445185329348,5.234084585414559
frozenset({'coryza'}),"frozenset({'nasal congestion', 'cough'})",0.008111117860252284,0.25442459141332885,0.007119232127884843,8.177472057081216
frozenset({'nasal congestion'}),"frozenset({'coryza', 'cough'})",0.008111117860252284,0.12407982902629651,0.0070451528648336975,7.609178439360654
"frozenset({'sore throat', 'coryza'})",frozenset({'cough'}),0.007444302712479837,0.5138358334109755,0.0060158115526097065,5.211304711998796
frozenset({'sore throat'}),"frozenset({'coryza', 'cough'})",0.007444302712479837,0.13097118159041524,0.006517447926360434,8.031789686977797
frozenset({'coryza'}),"frozenset({'sore throat', 'cough'})",0.007444302712479837,0.2335083410957744,0.006615188744475174,8.97862416960025
"frozenset({'sore throat', 'coryza'})",frozenset({'nasal congestion'}),0.007021131561008862,0.4846268517655828,0.006074067921604228,7.413579477534005
"frozenset({'sore throat', 'nasal congestion'})",frozenset({'coryza'}),0.007021131561008862,0.3258370658063708,0.006334176621047143,10.220658084793914
"frozenset({'coryza', 'nasal congestion'})",frozenset({'sore throat'}),0.007021131561008862,0.4467299351569545,0.0061278048193854785,7.859533621762884
frozenset({'sore throat'}),"frozenset({'coryza', 'nasal congestion'})",0.007021131561008862,0.12352612892883859,0.0061278048193854785,7.859533621762884
frozenset({'coryza'}),"frozenset({'sore throat', 'nasal congestion'})",0.007021131561008862,0.22023456685578796,0.006334176621047143,10.220658084793916
frozenset({'nasal congestion'}),"frozenset({'sore throat', 'coryza'})",0.007021131561008862,0.10740576313534386,0.006074067921604228,7.413579477534005
"frozenset({'sore throat', 'coryza'})",frozenset({'fever'}),0.00673024357650489,0.46454858846548036,0.005535758497952906,5.634430850039279
frozenset({'sore throat'}),"frozenset({'coryza', 'fever'})",0.00673024357650489,0.11840839735445338,0.005875892227567957,7.877606309019484
frozenset({'coryza'}),"frozenset({'sore throat', 'fever'})",0.00673024357650489,0.2111101702091625,0.006055768163751421,9.978486167537875
"frozenset({'sore throat', 'coryza', 'nasal congestion'})",frozenset({'cough'}),0.0036695080550999885,0.5226377006632702,0.002977222881517161,5.300572936018479
"frozenset({'sore throat', 'coryza'})","frozenset({'nasal congestion', 'cough'})",0.0036695080550999885,0.2532842634864437,0.003218753987630273,8.140820726696003
"frozenset({'sore throat', 'nasal congestion'})","frozenset({'coryza', 'cough'})",0.0036695080550999885,0.17029473486390828,0.003318133715519688,10.443301179827284
"frozenset({'coryza', 'nasal congestion'})","frozenset({'sore throat', 'cough'})",0.0036695080550999885,0.23347790612788252,0.003260760977173733,8.97745391530855
frozenset({'sore throat'}),"frozenset({'coryza', 'nasal congestion', 'cough'})",0.0036695080550999885,0.06455941199520286,0.003208478262476215,7.959372938170429
frozenset({'coryza'}),"frozenset({'sore throat', 'nasal congestion', 'cough'})",0.0036695080550999885,0.11510288762808027,0.0033520116697811323,11.557637267003097
frozenset({'nasal congestion'}),"frozenset({'sore throat', 'coryza', 'cough'})",0.0036695080550999885,0.05613430108303995,0.003182872820653277,7.540572065793998
"frozenset({'sore throat', 'coryza'})","frozenset({'fever', 'cough'})",0.003494705298750734,0.24121867138731018,0.003018108089340359,7.332618046744817
frozenset({'sore throat'}),"frozenset({'fever', 'coryza', 'cough'})",0.003494705298750734,0.06148402341569992,0.0030598381220838097,8.036259083833812
frozenset({'coryza'}),"frozenset({'sore throat', 'fever', 'cough'})",0.003494705298750734,0.10961978152256753,0.0031404158245937615,9.863982854885377
"frozenset({'sore throat', 'coryza', 'nasal congestion'})",frozenset({'fever'}),0.0033394750517996585,0.4756320292223397,0.0027605955087000454,5.76886001864641
"frozenset({'sore throat', 'coryza'})","frozenset({'nasal congestion', 'fever'})",0.0033394750517996585,0.23050405292089818,0.0029926900075062696,9.629812781010184
"frozenset({'sore throat', 'nasal congestion'})","frozenset({'coryza', 'fever'})",0.0033394750517996585,0.15497854480533718,0.0030155870539190707,10.310585985439538
"frozenset({'coryza', 'nasal congestion'})","frozenset({'sore throat', 'fever'})",0.0033394750517996585,0.21247906557306653,0.00300696364234945,10.043189367009457
frozenset({'sore throat'}),"frozenset({'coryza', 'nasal congestion', 'fever'})",0.0033394750517996585,0.05875298336440386,0.0029133543215230004,7.836922295781084
frozenset({'coryza'}),"frozenset({'sore throat', 'nasal congestion', 'fever'})",0.0033394750517996585,0.10475061393852146,0.0030645166411199577,12.145382436363494
frozenset({'nasal congestion'}),"frozenset({'sore throat', 'coryza', 'fever'})",0.0033394750517996585,0.05108562107023757,0.002899517974927255,7.590456495300732
frozenset({'coryza'}),"frozenset({'sore throat', 'headache'})",0.0028204660956893234,0.08847065797273265,0.002464089528188902,7.914286047120617
frozenset({'coryza'}),"frozenset({'headache', 'cough'})",0.0027286777757530353,0.08559149800999237,0.0023266863846638382,6.787901025342043
frozenset({'coryza'}),"frozenset({'nasal congestion', 'headache'})",0.002381097005406062,0.07468879668049791,0.00210631072613613,8.665268920021404
frozenset({'coryza'}),"frozenset({'fever', 'headache'})",0.002262987034899809,0.07098399525785418,0.0018512917355848863,5.496752182173346
frozenset({'coryza'}),"frozenset({'fever', 'cough'})",0.0076508264323364855,0.23998645101194005,0.006602072785466623,7.295160741677839
"frozenset({'coryza', 'nasal congestion'})",frozenset({'fever'}),0.007496946013619767,0.4770043371838365,0.006201130583439945,5.785504508600741
frozenset({'coryza'}),"frozenset({'nasal congestion', 'fever'})",0.007496946013619767,0.23515962401558133,0.006733844441261502,9.824309482748728
frozenset({'nasal congestion'}),"frozenset({'coryza', 'fever'})",0.007496946013619767,0.11468453493294238,0.00651436638475642,7.629861024385646
"frozenset({'coryza', 'nasal congestion'})","frozenset({'fever', 'cough'})",0.0039010035972922444,0.24820715420620948,0.0033839757758285624,7.545055479313824
frozenset({'coryza'}),"frozenset({'fever', 'nasal congestion', 'cough'})",0.0039010035972922444,0.12236429841646201,0.003501422045939813,9.762721987761525
frozenset({'nasal congestion'}),"frozenset({'fever', 'coryza', 'cough'})",0.0039010035972922444,0.05967560424130419,0.0034008678749270654,7.799889955558679
"frozenset({'coryza', 'nasal congestion'})",frozenset({'shortness of breath'}),0.0038254132161682428,0.2433976038132864,0.0024656985697786384,2.8133941384875927
frozenset({'coryza'}),"frozenset({'shortness of breath', 'nasal congestion'})",0.0038254132161682428,0.11999322550597002,0.003514436307994386,12.30127741198579
frozenset({'nasal congestion'}),"frozenset({'shortness of breath', 'coryza'})",0.0038254132161682428,0.05851926035289138,0.003348351857140836,8.018702717753497
frozenset({'coryza'}),"frozenset({'shortness of breath', 'cough'})",0.0037774943138485628,0.11849013464306885,0.0031974760122058135,6.512715724917306
"frozenset({'sore throat', 'coryza'})",frozenset({'shortness of breath'}),0.00257344752880196,0.17762974005403898,0.0013200600336587794,2.0531938756162416
frozenset({'coryza'}),"frozenset({'shortness of breath', 'sore throat'})",0.00257344752880196,0.08072233042594631,0.0023160250054924726,9.996978880158132
frozenset({'coryza'}),"frozenset({'shortness of breath', 'fever'})",0.0036627589139282025,0.11489118468964349,0.003289556501122865,9.814403091329147
frozenset({'coryza'}),"frozenset({'vomiting', 'shortness of breath'})",0.002363549238359419,0.07413836904056229,0.0019272606638737555,5.417398888214722
"frozenset({'coryza', 'nasal congestion'})","frozenset({'shortness of breath', 'cough'})",0.002010569155075017,0.1279254519689097,0.0017246244055120839,7.031320414689113
frozenset({'coryza'}),"frozenset({'shortness of breath', 'nasal congestion', 'cough'})",0.002010569155075017,0.0630663053603184,0.0018521867416613478,12.694396503630346
frozenset({'coryza'}),"frozenset({'sharp chest pain', 'nasal congestion'})",0.003019565760257007,0.09471589465661782,0.0027893399996910162,13.115672863165509
frozenset({'coryza'}),"frozenset({'sharp chest pain', 'cough'})",0.0029952688520385783,0.0939537640782454,0.0024833500393856758,5.85106227394981
frozenset({'coryza'}),"frozenset({'shortness of breath', 'sharp chest pain'})",0.00290348053210229,0.09107460411550512,0.0018604287381810245,2.7836398432209184
frozenset({'coryza'}),"frozenset({'sore throat', 'sharp chest pain'})",0.002470185668873636,0.07748327546786349,0.002247813403878354,11.108335245521944
frozenset({'coryza'}),"frozenset({'sharp chest pain', 'difficulty breathing'})",0.002154325862034056,0.06757557794902193,0.0017886541984061105,5.891421393334941
frozenset({'coryza'}),"frozenset({'sharp chest pain', 'fever'})",0.002738126573393536,0.08588788212380388,0.0024553792164217895,9.68400413259086
frozenset({'coryza'}),"frozenset({'vomiting', 'cough'})",0.004229686772358217,0.13267423151833346,0.003708128600758253,8.109712401558133
"frozenset({'sore throat', 'coryza'})",frozenset({'vomiting'}),0.0035972922445618796,0.2482996366346781,0.001961870167972046,2.1996109114919853
frozenset({'sore throat'}),"frozenset({'vomiting', 'coryza'})",0.0035972922445618796,0.06328888466699123,0.0031359555590823075,7.797542137414012
frozenset({'coryza'}),"frozenset({'vomiting', 'sore throat'})",0.0035972922445618796,0.11283766618680667,0.0032657671493468527,10.850738892718448
"frozenset({'coryza', 'nasal congestion'})",frozenset({'vomiting'}),0.003990767174876997,0.25391849529780564,0.002216609255490644,2.249386670301213
frozenset({'coryza'}),"frozenset({'vomiting', 'nasal congestion'})",0.003990767174876997,0.12517994749767125,0.0036232020657415926,10.857306843579849
frozenset({'nasal congestion'}),"frozenset({'vomiting', 'coryza'})",0.003990767174876997,0.0610487626087944,0.003460189175832921,7.52154665679132
frozenset({'coryza'}),"frozenset({'vomiting', 'fever'})",0.003923275763159138,0.1230629181133034,0.0032680145190211295,5.987345960495773
"frozenset({'coryza', 'nasal congestion'})","frozenset({'vomiting', 'cough'})",0.0020483643456370177,0.13033022716537124,0.001791240009494068,7.966435135483316
frozenset({'coryza'}),"frozenset({'vomiting', 'nasal congestion', 'cough'})",0.0020483643456370177,0.0642518418155644,0.0018564593401708426,10.673845326030643
frozenset({'painful sinuses'}),frozenset({'cough'}),0.004885028380138628,0.5059061997623541,0.003932944944740232,5.130882650105667
frozenset({'painful sinuses'}),frozenset({'ear pain'}),0.004119000857140929,0.4265744041378346,0.0037063724985222078,9.98235039135298
frozenset({'ear pain'}),frozenset({'painful sinuses'}),0.004119000857140929,0.0963895381893992,0.0037063724985222078,9.982350391352982
frozenset({'painful sinuses'}),frozenset({'coryza'}),0.0021077567879487337,0.21828475571398617,0.0017999212780031605,6.847022906231304
frozenset({'coryza'}),frozenset({'painful sinuses'}),0.0021077567879487337,0.06611482767380812,0.0017999212780031605,6.847022906231304
frozenset({'painful sinuses'}),frozenset({'nasal congestion'}),0.004069057212469713,0.42140211085482626,0.003437843223419023,6.446398975709246
frozenset({'nasal congestion'}),frozenset({'painful sinuses'}),0.004069057212469713,0.06224640449322196,0.003437843223419023,6.446398975709246
frozenset({'painful sinuses'}),frozenset({'sore throat'}),0.0036317128645379877,0.37610959670091565,0.0030828733535487774,6.617076197725467
frozenset({'sore throat'}),frozenset({'painful sinuses'}),0.0036317128645379877,0.06389446311314818,0.0030828733535487774,6.617076197725468
frozenset({'painful sinuses'}),frozenset({'headache'}),0.0031450997860522248,0.3257146851191724,0.0021792264459403726,3.2562238291906977
frozenset({'painful sinuses'}),frozenset({'facial pain'}),0.004235086085295646,0.43859649122807015,0.003917084104956409,13.317797835025305
frozenset({'facial pain'}),frozenset({'painful sinuses'}),0.004235086085295646,0.12859660627920322,0.003917084104956409,13.317797835025305
frozenset({'painful sinuses'}),frozenset({'fever'}),0.00367355753980306,0.3804431397218145,0.0028774381873925858,4.6143301612758645
frozenset({'painful sinuses'}),frozenset({'allergic reaction'}),0.0020881842785505545,0.21625777591388828,0.0018562127954335954,9.001900796132345
