antecedents,consequents,support,confidence,leverage,lift,antecedent_len
frozenset({'wrist swelling'}),frozenset({'hand or finger swelling'}),0.004976816700074916,0.35005934013766915,0.004699838814550513,17.968281802181814,1
frozenset({'wrist swelling'}),frozenset({'hand or finger pain'}),0.0056125857984571466,0.39477806788511755,0.005218641224630158,14.247145845755606,1
frozenset({'wrist swelling'}),frozenset({'wrist pain'}),0.00626590266388602,0.44073107049608357,0.005984386202187121,22.257677672106485,1
frozenset({'wrist pain'}),frozenset({'wrist swelling'}),0.00626590266388602,0.31643886976379565,0.005984386202187121,22.257677672106485,1
frozenset({'depression'}),frozenset({'hostile behavior'}),0.013122355180303306,0.30730689595220406,0.011736506927507202,9.46882543152,1
"frozenset({'depression', 'hostile behavior'})",frozenset({'depressive or psychotic symptoms'}),0.006128220183981588,0.46700612045466233,0.005326834294515698,7.647027810866427,2
"frozenset({'depression', 'hostile behavior'})",frozenset({'anxiety and nervousness'}),0.005279178224570923,0.402304171167001,0.0047611017223928385,10.189958823409924,2
"frozenset({'depression', 'hostile behavior'})",frozenset({'delusions or hallucinations'}),0.005005838007113595,0.3814740523581752,0.004624089036228179,13.112905047270264,2
"frozenset({'depression', 'delusions or hallucinations'})",frozenset({'hostile behavior'}),0.005005838007113595,0.40618838992332973,0.004605869790513729,12.515589487755527,2
"frozenset({'depression', 'delusions or hallucinations'})",frozenset({'anxiety and nervousness'}),0.005496500570302429,0.4460021905805039,0.005009946184159765,11.29678557391687,2
"frozenset({'abusing alcohol', 'delusions or hallucinations'})",frozenset({'depression'}),0.0033185527141671224,0.4382352941176471,0.0029951967677289523,10.262847338116522,2
"frozenset({'abusing alcohol', 'depression'})",frozenset({'delusions or hallucinations'}),0.0033185527141671224,0.33308494783904624,0.0030287117272715554,11.449563257810867,2
"frozenset({'abusing alcohol', 'delusions or hallucinations'})",frozenset({'depressive or psychotic symptoms'}),0.003786268197371884,0.5,0.0033238112884685627,8.187288641336782,2
"frozenset({'abusing alcohol', 'delusions or hallucinations'})",frozenset({'anxiety and nervousness'}),0.003134976074294546,0.4139928698752228,0.002836008921363511,10.48602177048432,2
"frozenset({'depression', 'delusions or hallucinations'})",frozenset({'depressive or psychotic symptoms'}),0.005531596104395716,0.44884994523548744,0.004778970154611878,7.349728116582285,2
"frozenset({'depression', 'delusions or hallucinations'})",frozenset({'insomnia'}),0.004829010508412805,0.3918400876232202,0.0043454837270457,9.987059030648629,2
frozenset({'abusing alcohol'}),frozenset({'excessive anger'}),0.008891318579710731,0.3021906181901594,0.00807541631462062,10.897528981279079,1
"frozenset({'depression', 'delusions or hallucinations'})",frozenset({'excessive anger'}),0.005335871010413925,0.43296823658269445,0.004994125962574828,15.613601555175139,2
"frozenset({'excessive anger', 'depression'})",frozenset({'delusions or hallucinations'}),0.005335871010413925,0.4360006617768709,0.004979842923746989,14.987219296003534,2
"frozenset({'depression', 'hostile behavior'})",frozenset({'excessive anger'}),0.0046818792308678725,0.3567865041403076,0.0043179937453730445,12.866353337784934,2
"frozenset({'excessive anger', 'depression'})",frozenset({'hostile behavior'}),0.0046818792308678725,0.3825621794518282,0.004284692830451369,11.787612128608362,2
"frozenset({'excessive anger', 'depression'})",frozenset({'depressive or psychotic symptoms'}),0.005914947322953154,0.4833177080461038,0.005167555956719292,7.914123162485584,2
"frozenset({'excessive anger', 'depression'})",frozenset({'anxiety and nervousness'}),0.0056260840808007185,0.4597143329840623,0.00514291372571173,11.644100308605493,2
"frozenset({'abusing alcohol', 'excessive anger'})",frozenset({'delusions or hallucinations'}),0.0034204647458610893,0.38469713071200856,0.003161802968231893,13.223696122449464,2
"frozenset({'abusing alcohol', 'delusions or hallucinations'})",frozenset({'excessive anger'}),0.0034204647458610893,0.45169340463458113,0.0032104768248997165,16.288864284199864,2
"frozenset({'abusing alcohol', 'excessive anger'})",frozenset({'depressive or psychotic symptoms'}),0.0038173142467620995,0.4293304994686504,0.003274318942137112,7.030105443358257,2
"frozenset({'abusing alcohol', 'excessive anger'})",frozenset({'anxiety and nervousness'}),0.0031201279637166172,0.3509184757856384,0.0027690946952038317,8.88841099573152,2
"frozenset({'abusing alcohol', 'excessive anger'})",frozenset({'depression'}),0.0037390242091693833,0.4205252770608775,0.0033593547583336924,9.84810392550523,2
"frozenset({'abusing alcohol', 'depression'})",frozenset({'excessive anger'}),0.0037390242091693833,0.3752879013683783,0.0034627459837476555,13.533546494523453,2
"frozenset({'excessive anger', 'depression'})",frozenset({'abusing alcohol'}),0.0037390242091693833,0.30552032206474383,0.0033789405872724576,10.383766385908224,2
"frozenset({'excessive anger', 'depression'})",frozenset({'insomnia'}),0.004967367902434415,0.4058898141509954,0.004487204094847903,10.345152683211005,2
"frozenset({'depression', 'temper problems'})",frozenset({'excessive anger'}),0.004525974069799618,0.45206956990697045,0.004248348328307549,16.302429470247546,2
"frozenset({'excessive anger', 'depression'})",frozenset({'temper problems'}),0.004525974069799618,0.3698229746870347,0.004191627816083236,13.536787146533726,2
"frozenset({'depression', 'temper problems'})",frozenset({'delusions or hallucinations'}),0.003797066823246742,0.3792638533099636,0.003505812169432297,13.036930993266838,2
"frozenset({'depression', 'delusions or hallucinations'})",frozenset({'temper problems'}),0.003797066823246742,0.308105147864184,0.0034603788734942948,11.27770336312472,2
"frozenset({'depression', 'temper problems'})",frozenset({'depressive or psychotic symptoms'}),0.004947120478919057,0.4941350950519078,0.00433570463340463,8.09125330200871,2
"frozenset({'depression', 'hostile behavior'})",frozenset({'temper problems'}),0.004174343814749573,0.3181093452656483,0.0038158430586139303,11.643891242366491,2
"frozenset({'temper problems', 'depression'})",frozenset({'hostile behavior'}),0.004174343814749573,0.4169475529189699,0.0038494189229071633,12.847103806297964,2
"frozenset({'depression', 'temper problems'})",frozenset({'anxiety and nervousness'}),0.0045340730392057615,0.4528785223136039,0.004138807553770916,11.470956120081329,2
"frozenset({'abusing alcohol', 'temper problems'})",frozenset({'depression'}),0.0030951561413810093,0.4911641854985542,0.002826067507522436,11.502366699768334,2
"frozenset({'depression', 'temper problems'})",frozenset({'abusing alcohol'}),0.0030951561413810093,0.3091546447350681,0.0028005837900205617,10.507286671971748,2
"frozenset({'abusing alcohol', 'depression'})",frozenset({'temper problems'}),0.0030951561413810093,0.31066251185476224,0.0028229662446534283,11.371311641588122,2
"frozenset({'abusing alcohol', 'temper problems'})",frozenset({'depressive or psychotic symptoms'}),0.0030762585461000086,0.48816536360715435,0.0026914136121935633,7.993501473109789,2
"frozenset({'abusing alcohol', 'excessive anger'})",frozenset({'temper problems'}),0.0032429623330431203,0.3647335661150752,0.003000052856042094,13.350497366677128,2
"frozenset({'abusing alcohol', 'temper problems'})",frozenset({'excessive anger'}),0.0032429623330431203,0.5146192567205741,0.0030682157004213433,18.558081974959794,2
"frozenset({'depression', 'temper problems'})",frozenset({'insomnia'}),0.004110226973617607,0.41054334636645545,0.0037174210440009793,10.463759998809387,2
"frozenset({'drug abuse', 'depression'})",frozenset({'excessive anger'}),0.003134976074294546,0.3532319391634981,0.0028888672364476608,12.738169428295574,2
"frozenset({'drug abuse', 'depression'})",frozenset({'delusions or hallucinations'}),0.003674907368037417,0.4140684410646388,0.0034167168127145135,14.233314473650783,2
"frozenset({'drug abuse', 'depression'})",frozenset({'hostile behavior'}),0.004210789177077217,0.4744486692015209,0.003922750729744894,14.618844171934567,2
"frozenset({'depression', 'hostile behavior'})",frozenset({'drug abuse'}),0.004210789177077217,0.32088669444015844,0.003927240665294843,14.850330726859994,2
"frozenset({'drug abuse', 'depression'})",frozenset({'depressive or psychotic symptoms'}),0.0042789555029122545,0.48212927756653995,0.0037369494109266324,7.8946631157528815,2
"frozenset({'drug abuse', 'depression'})",frozenset({'anxiety and nervousness'}),0.0038436358973320643,0.4330798479087452,0.003493242130750682,10.96947566970871,2
"frozenset({'fears and phobias', 'depression'})",frozenset({'delusions or hallucinations'}),0.003367821444721159,0.4334983928416298,0.0031418114460654983,14.901205542911507,2
"frozenset({'fears and phobias', 'depression'})",frozenset({'excessive anger'}),0.0032240647377621196,0.41499435322734773,0.0030086306060164545,14.96543148310571,2
"frozenset({'fears and phobias', 'depression'})",frozenset({'depressive or psychotic symptoms'}),0.003523051691672235,0.45347928068803756,0.0030486005795166077,7.425531527717488,2
"frozenset({'fears and phobias', 'depression'})",frozenset({'anxiety and nervousness'}),0.0036364372633582377,0.4680740161584572,0.003329716149508938,11.85584265041799,2
"frozenset({'fears and phobias', 'depression'})",frozenset({'insomnia'}),0.003614840011608523,0.4652940665450439,0.003310027482565985,11.859223841497862,2
frozenset({'depression'}),frozenset({'depressive or psychotic symptoms'}),0.01908994580439639,0.4470593813716038,0.01648217520106268,7.32040839021356,1
frozenset({'depression'}),frozenset({'anxiety and nervousness'}),0.017614583544243993,0.412508495471716,0.015928723223495898,10.448424064235386,1
frozenset({'abusing alcohol'}),frozenset({'depressive or psychotic symptoms'}),0.011081414889955253,0.3766257598348434,0.009284551347741322,6.167087611061296,1
frozenset({'abusing alcohol'}),frozenset({'depression'}),0.00996308219779033,0.33861681385479986,0.008706691601981772,7.929924205918243,1
"frozenset({'abusing alcohol', 'depression'})",frozenset({'anxiety and nervousness'}),0.004074456525407142,0.40895542609402524,0.003681109545766506,10.35842840112714,2
"frozenset({'abusing alcohol', 'hostile behavior'})",frozenset({'depression'}),0.0034251891446813393,0.45940074228297273,0.0031068189895741677,10.75851203304007,2
"frozenset({'abusing alcohol', 'depression'})",frozenset({'hostile behavior'}),0.0034251891446813393,0.3437881045928736,0.003101841345478316,10.592894564687402,2
"frozenset({'abusing alcohol', 'hostile behavior'})",frozenset({'depressive or psychotic symptoms'}),0.0036134901833741657,0.4846564678193175,0.0031581638489129363,7.936044787855006,2
"frozenset({'abusing alcohol', 'hostile behavior'})",frozenset({'anxiety and nervousness'}),0.0030580358649361867,0.41015660360278805,0.002763678455094017,10.38885301571265,2
"frozenset({'abusing alcohol', 'depression'})",frozenset({'insomnia'}),0.003110004251958938,0.312152824820485,0.0027191048901549298,7.956022843338001,2
frozenset({'elbow swelling'}),frozenset({'arm pain'}),0.0032031424001295835,0.39929328621908133,0.002824490840784026,8.459340311883928,1
frozenset({'elbow swelling'}),frozenset({'arm swelling'}),0.003116753393130724,0.38852431431936735,0.0030147285710149956,30.548971598258174,1
frozenset({'elbow swelling'}),frozenset({'elbow pain'}),0.0030209155884913645,0.3765774861181222,0.0028667684482633396,19.597610335310954,1
frozenset({'arm stiffness or tightness'}),frozenset({'elbow swelling'}),0.003102580196669974,0.30949976435736887,0.003022163369940781,38.58123135246364,1
frozenset({'elbow swelling'}),frozenset({'arm stiffness or tightness'}),0.003102580196669974,0.38675752986707057,0.003022163369940781,38.58123135246364,1
frozenset({'elbow pain'}),frozenset({'arm pain'}),0.0073727618160589065,0.3836886656597942,0.006465762947968096,8.128744230495263,1
frozenset({'elbow pain'}),frozenset({'hand or finger pain'}),0.006223383074503769,0.32387341505391454,0.00569093607894582,11.688267802097954,1
frozenset({'arm stiffness or tightness'}),frozenset({'arm pain'}),0.004141273023007822,0.4131151955833838,0.0036681019300447088,8.752168263437554,1
frozenset({'arm stiffness or tightness'}),frozenset({'arm swelling'}),0.003021590502608543,0.3014205884333131,0.0028940981012216247,23.700161497770484,1
frozenset({'arm stiffness or tightness'}),frozenset({'elbow pain'}),0.0034886310716961268,0.3480105029287012,0.0032960055060048217,18.11094523811488,1
frozenset({'shoulder stiffness or tightness'}),frozenset({'arm pain'}),0.0032659094130271923,0.5143494897959183,0.0029661993448526166,10.896895899822958,1
frozenset({'shoulder stiffness or tightness'}),frozenset({'shoulder pain'}),0.003220690167176227,0.5072278911564626,0.003020282066482974,16.07065860130003,1
frozenset({'increased heart rate'}),frozenset({'palpitations'}),0.004468606369839438,0.3452393367400146,0.004147078250094777,13.898026627929617,1
frozenset({'increased heart rate'}),frozenset({'chest tightness'}),0.005492451085599357,0.424340390030243,0.005001859940765895,11.195577301876995,1
frozenset({'increased heart rate'}),frozenset({'dizziness'}),0.004305952067599398,0.3326728543122328,0.003398202516468952,4.743546347378609,1
"frozenset({'irregular heartbeat', 'increased heart rate'})",frozenset({'shortness of breath'}),0.003394143095291124,0.5118575063613231,0.0028204669497688215,5.916479396578239,2
"frozenset({'irregular heartbeat', 'increased heart rate'})",frozenset({'sharp chest pain'}),0.00346298433524334,0.5222391857506361,0.002817720066120189,5.366769091289039,2
frozenset({'depression'}),frozenset({'insomnia'}),0.014262285124217943,0.3340024340514312,0.012586915138987093,8.51291669896589,1
frozenset({'irregular heartbeat'}),frozenset({'shortness of breath'}),0.011289963352163437,0.451157020335509,0.0091250000825781,5.21485214588691,1
frozenset({'irregular heartbeat'}),frozenset({'sharp chest pain'}),0.010640695971437634,0.4252117158422784,0.008205570417183365,4.369670365804292,1
frozenset({'irregular heartbeat'}),frozenset({'chest tightness'}),0.008350037457733503,0.3336749554992179,0.007401547601224216,8.803507386430068,1
frozenset({'palpitations'}),frozenset({'sharp chest pain'}),0.0106386712290861,0.4282725642558279,0.008221409479534272,4.401125046163728,1
frozenset({'irregular heartbeat'}),frozenset({'palpitations'}),0.008725964621001978,0.34869734074114034,0.008104334647913412,14.037232757048455,1
frozenset({'palpitations'}),frozenset({'irregular heartbeat'}),0.008725964621001978,0.35127424876378854,0.008104334647913412,14.037232757048454,1
frozenset({'palpitations'}),frozenset({'chest tightness'}),0.008626752245776725,0.3472803347280335,0.007685220403210222,9.16246467274142,1
"frozenset({'irregular heartbeat', 'palpitations'})",frozenset({'shortness of breath'}),0.00427153144762329,0.4895196844303504,0.0035166145127166386,5.658280070444414,2
"frozenset({'irregular heartbeat', 'palpitations'})",frozenset({'sharp chest pain'}),0.0037518475773957766,0.4299636476138912,0.0029027257722565175,4.418503393374121,2
frozenset({'fatigue'}),frozenset({'shortness of breath'}),0.008366235396545789,0.33426814798835075,0.006200921790383033,3.863752286382179,1
frozenset({'focal weakness'}),frozenset({'abnormal involuntary movements'}),0.004481429738065831,0.3826427707024722,0.00400622217976987,9.430468139302583,1
frozenset({'focal weakness'}),frozenset({'headache'}),0.004456457915730223,0.3805105745404253,0.0032849474613399965,3.804027440839031,1
frozenset({'focal weakness'}),frozenset({'disturbance of memory'}),0.004310676466419648,0.36806315910793524,0.004059354516353611,17.152009465496285,1
frozenset({'focal weakness'}),frozenset({'weakness'}),0.0040062901995721045,0.3420734167002824,0.0034585909411957655,7.314762870866033,1
frozenset({'focal weakness'}),frozenset({'dizziness'}),0.004044760304251284,0.3453581513283006,0.0032233932190095164,4.924424629288274,1
frozenset({'lymphedema'}),frozenset({'skin lesion'}),0.0036560097727564166,0.33627164938854054,0.0031130422541844286,6.733385787738782,1
frozenset({'leg cramps or spasms'}),frozenset({'leg pain'}),0.0034758077034697334,0.43725590083205973,0.0029552592287518126,6.677202743420263,1
